Restaurant_address,Restaurant_name,online_order,book_table,Rating,Votes,location,restaurant_type,dish_liked,cuisines,Cost_for_two_people,reviews_list,listed_in_type,listed_in_city
"Nandhana Grand Hotel, 52, 6Th Cross, 5Th Main, 60 Feet Road, Koramangala 6Th Block, Bangalore",Habitts,Yes,No,3.7,61,BTM,Quick Bites,Nutella Waffle,"Fast Food, Sandwich, Italian",450,Good Food and Service,Delivery,Banaswadi
"146, Koramangala 5Th Block, Bangalore",Waffle In The Box,Yes,No,0,0,HSR,Dessert Parlor,Not available,Desserts,300,Needs Improvement,Delivery,Banaswadi
"7, 100 Feet Road, Next To Bda Complex, Koramangala 4Th Block, Bangalore",Kolkata Famous Katti Rolls,Yes,No,3.6,36,BTM,"Takeaway, Delivery",Not available,"Fast Food, Rolls",200,Good Food and Service,Delivery,HBR Layout
"61, 1St Main, Koramangala 7Th Block, Bangalore",Al Habibi Restaurant,Yes,No,3.5,17,BTM,Quick Bites,Not available,"North Indian, Chinese",300,Good Food and Service,Delivery,Kalyan Nagar
"359, Koramangala 7Th Block, Bangalore",BTM Bawarchi Biryani,Yes,No,3.5,132,BTM,"Takeaway, Delivery",Chicken Biryani,"Biryani, North Indian, Chinese",600,Good Food and Service,Delivery,Banaswadi
"46, 4Th B Cross Road, Koramangala 5Th Block, Bangalore",Punjabi Chulha,Yes,No,3.8,38,Koramangala 1st Block,Casual Dining,"Tandoori Chicken, Dal Makhani, Butter Chicken, Roti, Veg Thali",North Indian,400,Good Food and Service,Delivery,Kammanahalli
"Outer Ring Road, 5Th Phase, Jp Nagar, Bangalore",Under The Hood,Yes,No,4,76,Koramangala 1st Block,Quick Bites,"Appam, Chicken Curry, Passion Fruit Juice, Crepe","Salad, Healthy Food, Street Food",300,Very Good Service,Delivery,Koramangala 4th Block
"Inn Silicon Valley, 756/L-189, Sector 6, Silk Board Junction, Hsr, Bangalore",Berry'd Alive,Yes,No,4.3,1899,Koramangala 5th Block,Dessert Parlor,"Brownie, Apple Pie, Blackberry Cheesecake, Chocolate Icecreams, Hot Chocolate, Caramel Chocolate, Peach Parfait",Desserts,400,Very Good Service,Delivery,Koramangala 6th Block
"360, 2Nd Floor, Near Hdfc Bank,7Th Block, Koramangala 7Th Block, Bangalore",Ghar Ka Khana,Yes,No,3.7,95,Koramangala 1st Block,Quick Bites,Thali,North Indian,150,Good Food and Service,Delivery,Koramangala 8th Block
"44, Kutchi Bhavan, Opposite To Mini Forest, 1St Main, Jp Nagar 3Rd Phase, Jp Nagar, Bangalore",Burger Lounge,Yes,No,3,72,Koramangala 5th Block,Quick Bites,"Burgers, Zinger Burger","Burger, Fast Food, Beverages",600,Average Experience,Delivery,Koramangala 4th Block
"1820, 41St Cross, 9Th Block, Jayanagar, Bangalore",The Kream Story,Yes,No,4.1,37,Koramangala 7th Block,"Dessert Parlor, Quick Bites","Waffles, Nutella Ice Cream, French Fries","Desserts, Fast Food",500,Very Good Service,Delivery,Koramangala 4th Block
"123, Khb 1St Cross Road, Koramangala 5Th Block, Bangalore",AutoExpress - Hot Dogs,Yes,No,3.3,5,HSR,Quick Bites,Not available,Fast Food,300,Average Experience,Delivery,Koramangala 4th Block
"56, Jnc Road, Koramangala 5Th Block, Bangalore",Super Thali,Yes,No,0,0,BTM,"Takeaway, Delivery",Not available,North Indian,450,Needs Improvement,Delivery,Koramangala 6th Block
"L 191,6Th Sector Hsr Layout,Near Silk Board Junction, Hsr, Bangalore",Banana Beach Bar,Yes,Yes,3.7,1014,Koramangala 6th Block,Bar,"Chicken Wings, Cocktails, Mocktails, Chilli Chicken, Noodles, Burgers, Spring Roll","Continental, Chinese",1300,Good Food and Service,Delivery,Koramangala 6th Block
"118, Unit 1, Bavar Atrium, Industrial Area, Koramangala 7Th Block, Bangalore",Taza Khaana,Yes,No,3,175,HSR,Delivery,Not available,"Chinese, North Indian",450,Average Experience,Delivery,Koramangala 6th Block
"413, 100 Feet Road, Next To E-Zone, Koramangala 4Th Block, Bangalore",Hunger Night King,Yes,No,3.6,112,Koramangala 2nd Block,Delivery,Not available,"North Indian, Chinese",400,Good Food and Service,Delivery,Koramangala 6th Block
"305, Anand Nr Onyx, 15Th Cross, 100Ft Ring Road, 5Th Phase Extention, Jp Nagar, Bangalore",Ilyazsab Shawarma Cafe,Yes,No,0,0,Jayanagar,Quick Bites,Not available,"Fast Food, Rolls",300,Needs Improvement,Delivery,Koramangala 6th Block
"Spr Arcade, Ground Floor, 1St Main Road, 4Th Cross Road, Begur Main Rd, Hongasandra, Bommanahalli, Bangalore",Lunch & Munch,Yes,No,0,0,BTM,Delivery,Not available,"North Indian, Fast Food, Beverages",500,Needs Improvement,Delivery,Koramangala 5th Block
"217, 1St Main, Koramangala 7Th Block, Bengaluru, Koramangala 7Th Block, Bangalore",Double Blend,Yes,No,3.6,11,BTM,Beverage Shop,Not available,"Beverages, Juices, Ice Cream",200,Good Food and Service,Delivery,Koramangala 4th Block
"348, 17Th B Main Road, Khb Block, Koramangala 5Th Block, Bangalore",Ande Ka Funda,No,No,3.5,27,BTM,Quick Bites,Not available,North Indian,200,Good Food and Service,Delivery,Koramangala 6th Block
"3Rd Floor, 100 Feet Road, Near Bda Complex, Koramangala 4Th Block, Bangalore",Mist n Creams,Yes,No,0,0,Ejipura,Dessert Parlor,Not available,Ice Cream,400,Needs Improvement,Delivery,Koramangala 6th Block
"348/349, 7Th Block, 80 Feet Road, Opposite Hdfc Bank, Koramangala 7Th Block, Bangalore",Wat-a-Biryani,Yes,No,0,0,Koramangala 4th Block,Delivery,Not available,Biryani,500,Needs Improvement,Delivery,Koramangala 7th Block
"East End Main Road, 9Th Block, Jayanagar, Bangalore",Hasini Foods,Yes,No,2.9,21,Koramangala 4th Block,Quick Bites,Not available,"Andhra, Chinese, North Indian",450,Average Experience,Delivery,Koramangala 1st Block
"57/23/2, First Floor, Opposite Ganesha Temple, Begur Main Road, Bommanahalli, Bangalore",Kataria's Home Food,Yes,No,3.1,40,BTM,Quick Bites,"Dal Makhani, Rice, Buttermilk",North Indian,400,Average Experience,Delivery,BTM
"A-4, K.H.B. Colony, Koramangala 5Th Block, Bangalore",Night Spoon,Yes,No,2.6,54,BTM,Delivery,Biryani,"Biryani, Chinese, North Indian",600,Average Experience,Delivery,Koramangala 4th Block
"202, 4Th Cross, 17Th E Main, 5Th Block, Koramangala 5Th Block, Bangalore",Gilly's Restobar,No,Yes,4.5,3902,Koramangala 5th Block,"Pub, Casual Dining","Thai Crispy Chicken, Mojito, Watermelon Martini, Chicken Biryani, Beef Fry, Cocktails, Calamari","Finger Food, Continental, North Indian",1000,Best Experience,Delivery,Koramangala 7th Block
"49/5, 1St Floor, 1St Main Road, Koramangala 5Th Block, Bangalore",The Night Watch Express,Yes,No,3,53,Koramangala 1st Block,"Takeaway, Delivery",Not available,"North Indian, Chinese",500,Average Experience,Delivery,HSR
"80 Feet Road, Sbi Colony, Koramangala 1St Block, Bangalore",Pensiri Cafe,Yes,No,3.5,48,HSR,"Takeaway, Delivery",Not available,North Indian,300,Good Food and Service,Delivery,Koramangala 6th Block
"155, 7Th Block, Koramangala 7Th Block, Bangalore",Marunadan Kada,No,No,3.3,6,BTM,Quick Bites,Not available,"Kerala, Tea",250,Average Experience,Delivery,MG Road
"Teacher'S Colony, Hsr Layout, 5Th Sector, Bengaluru",Happy Eats,Yes,No,0,0,Koramangala 7th Block,Delivery,Not available,"North Indian, Continental",300,Needs Improvement,Delivery,Malleshwaram
"72, Tsn Arcade, 28Th Main Road, Near Karnataka Bank, 9Th Block, Jayanagar, Bangalore",The Kitchen Bandit,Yes,No,3.2,42,Koramangala 2nd Block,Delivery,Not available,"Chinese, North Indian, Fast Food",350,Average Experience,Delivery,MG Road
"37Th Cross, 18Th Main, 4 T Block, Jayanagar, Bangalore",Fresh Bites,Yes,No,3.3,16,Koramangala 1st Block,Quick Bites,Not available,"Italian, Fast Food",400,Average Experience,Delivery,Lavelle Road
"1230, 26Th Main, 9Th Block, Jayanagar, Bangalore",Cake Fantasy,Yes,No,0,0,Koramangala 4th Block,"Dessert Parlor, Bakery",Not available,"Desserts, Bakery",300,Needs Improvement,Delivery,Malleshwaram
"340,1St B Cross Road, Koramangala 7Th Block, Bangalore",Lassi Pot,Yes,No,3.3,4,BTM,Beverage Shop,Not available,Beverages,250,Average Experience,Delivery,Malleshwaram
"Solitaire, 62, Ground Floor, 1St A Main, Koramangala 7Th Block, Bangalore",Royal View Restaurant,Yes,No,3.7,26,BTM,Casual Dining,Not available,"North Indian, Chinese, Arabian",700,Good Food and Service,Delivery,Race Course Road
"3Rd Floor, Bangalore Central Mall, 9Th Block, Jayanagar, Bangalore",Ober Cafe,Yes,No,3.5,10,Koramangala 1st Block,Quick Bites,Not available,"Fast Food, Desserts",200,Good Food and Service,Delivery,New BEL Road
"Transit, Forum Mall, Koramangala 7Th Block, Bangalore",Sids Cafe,Yes,No,0,0,Koramangala 5th Block,Quick Bites,Not available,Fast Food,200,Needs Improvement,Delivery,New BEL Road
"23, 23Rd Main Marenahalli, 2Nd Phase Jp Nagar, Bangalore",Mealsbaba,Yes,No,3.7,57,HSR,"Takeaway, Delivery","Lassi, Mutton",North Indian,400,Good Food and Service,Delivery,Malleshwaram
"462, Opposite Fernhill Garden Apartments, Teachers Colony, Ring Road, Hsr, Bangalore",Tawa,Yes,No,3.4,25,Koramangala 1st Block,Quick Bites,Not available,North Indian,200,Average Experience,Delivery,Yeshwantpur
"2Nd Floor, Transit, Forum Mall, Koramangala 7Th Block, Bangalore Koramangala 7Th Block",The Kitchen Story,Yes,No,3.3,18,HSR,Delivery,Not available,"North Indian, Chinese",300,Average Experience,Delivery,Malleshwaram
"2Nd Floor, Transit, Forum Mall, Koramangala 7Th Block, Bangalore",Ambur Hot Dum Biryani,No,No,3.5,21,BTM,Quick Bites,Not available,Biryani,200,Good Food and Service,Delivery,Malleshwaram
"41-18/3 Laxman Layout, Opposite Royal County Park, Kembathalli Main Road, Phase 8, Jp Nagar, Bangalore",House of Chaaps,Yes,No,0,0,Koramangala 1st Block,Quick Bites,Not available,"North Indian, Rolls",450,Needs Improvement,Delivery,Malleshwaram
"Number 337, 1St B Main Road, Koramangala 7Th Block, Bangalore",Egg Star,Yes,No,3.6,19,HSR,Delivery,Not available,"Healthy Food, Sandwich",300,Good Food and Service,Delivery,Rajajinagar
"Near Ragigudda Temple, 3Rd Cross, 8Th Main, Southend Road, Jp Nagar 3Rd Phase, Jp Nagar, Bangalore",Lucky's Biriyani Point,Yes,No,3.4,9,HSR,"Takeaway, Delivery",Not available,"Biryani, South Indian, North Indian, Fast Food",400,Average Experience,Delivery,New BEL Road
"6, Sapthagiri Complex, 1St Main Road, Venkiteshwara Layout, Opposite Srinivasa Talkies, Sg Palaya, Marathahalli, Bangalore",Nuty,Yes,No,0,0,HSR,Quick Bites,Not available,"North Indian, Biryani",300,Needs Improvement,Delivery,Malleshwaram
"69/13, 3Rd Main Road, Bg Road Cross, Bismillah Nagar, Jayanagar, Bangalore",Mistaan Sweets And Chaat,Yes,No,0,0,HSR,Sweet Shop,Not available,"Street Food, Mithai",200,Needs Improvement,Delivery,New BEL Road
"60, Opposite Hdfc Bank, 1St Cross, Koramangala 7Th Block, Bangalore",Khichadiwala,Yes,No,3.9,15,HSR,"Takeaway, Delivery",Not available,North Indian,400,Good Food and Service,Delivery,Malleshwaram
"217, 1St Main Road, 7Th Block, Bangalore",Raptures Chocolates,Yes,No,0,0,Koramangala 4th Block,Delivery,Not available,Desserts,250,Needs Improvement,Delivery,Rajajinagar
"122/A, Khb Colony, Koramangala 5Th Block, Bangalore",Nile Garden Restaurant,Yes,No,2.6,33,BTM,Casual Dining,Not available,"North Indian, Fast Food, Chinese, Beverages",500,Average Experience,Delivery,New BEL Road
"337, 1St B Main, Koramangala 7Th Block, Bangalore",Kullukki,Yes,No,3.5,9,Koramangala 5th Block,Quick Bites,Not available,"Juices, Beverages, Fast Food",400,Good Food and Service,Delivery,Malleshwaram
"428,17 A Main, Khb Colony, Koramangala 5Th Block, Bangalore",Big Wong XL,No,Yes,4.5,678,Koramangala 5th Block,Casual Dining,"Noodles, Manchow Soup, Sake, Veg Sushi, Virgin Pinacolada, Tempura Prawns, Sea Food","Chinese, Sushi, Asian, Thai",1400,Best Experience,Delivery,New BEL Road
"483, Khb Colony, Koramangala 5Th Block, Bangalore",Nagarjuna,No,No,4.3,2296,Koramangala 5th Block,Casual Dining,"Andhra Meal, Chicken Pepper Dry, Andhra Thali, Chicken Biryani, Murgh Ghee Roast, Ghee Rice, Hyderabadi Biryani","Andhra, North Indian, Biryani",800,Very Good Service,Delivery,New BEL Road
"80, 4Th B Cross, Opposite Bda Complex, Koramangala 4Th Block, Bangalore",Kritunga Restaurant,No,No,3.8,1159,Koramangala 5th Block,Casual Dining,"Bamboo Chicken, Pot Biryani, Brain Fry, Hyderabadi Biryani, Brinjal Curry, Jowar Roti, Mutton Curry","Andhra, Biryani, North Indian, Chinese",650,Good Food and Service,Delivery,Malleshwaram
"208, 1St Main, 7Th Block, Koramangala 7Th Block, Bangalore",Khawa Karpo,No,No,4.3,988,Koramangala 5th Block,Quick Bites,"Momos, Noodles, Thukpa, Chicken Thupka, Manchow Soup, Chicken Momo, Crispy Honey Chicken","Chinese, Tibetan, Momos",350,Very Good Service,Delivery,RT Nagar
"1550, East End Circle, 9Th Block, Jayanagar, Bangalore",The Himalayan,No,Yes,4.4,320,Koramangala 5th Block,Casual Dining,"Mocktails, Kimchi, Sushi, Pork Bibimbap, Ginger Tea, Chicken Sizzler, Salads",Korean,1200,Very Good Service,Delivery,West Bangalore
"Food Court, Central Shopping Mall, 5Th Cross, 2Nd Phase, Jp Nagar, Bangalore",Art of Delight,No,No,4.3,449,Koramangala 5th Block,Dessert Parlor,"Waffles, Blueberry Cheesecake, Brownie Fudge, Vanilla Ice Cream, Freak Shake, Nutella Cheesecake, Nutella Waffle","Ice Cream, Desserts, Beverages",400,Very Good Service,Delivery,Malleshwaram
"Opposite The Forum Mall, Koramangala 7Th Block, Bangalore",Side Street Kitchen,No,No,0,0,Koramangala 5th Block,Quick Bites,Not available,"Kerala, Chinese, Fast Food",400,Needs Improvement,Delivery,Malleshwaram
"Food Court, Forum Mall, Koramangala, Koramangala 7Th Block, Bangalore",The Home Kitchen,No,No,0,0,Bommanahalli,Delivery,Not available,North Indian,250,Needs Improvement,Delivery,Malleshwaram
"336, 1St B Main, 7Th Block, Koramangala 7Th Block, Bangalore",Food And You,No,No,3.8,89,Koramangala 5th Block,Quick Bites,"Thali, Thepla, Gulab Jamun, Masala Lassi, Rice, Gujarati Food, Roti","North Indian, Gujarati",300,Good Food and Service,Delivery,Malleshwaram
"368, Swagath Main Road, Thilaknagar, Jayanagar, Bangalore",Crave Bite,No,No,3.6,19,Jayanagar,Quick Bites,Not available,"Chinese, Italian, Fast Food, Momos",400,Good Food and Service,Delivery,Malleshwaram
"126, 8Th Main, 3Rd Phase, Jp Nagar, Bangalore",Curries & Pickles,No,No,0,0,Bommanahalli,Quick Bites,Not available,"Andhra, Chinese",300,Needs Improvement,Delivery,Malleshwaram
"7, 2Nd Floor, 4Th B Block, 100 Feet Road, Koramangala 4Th Block, Bangalore",Biryani Knights,No,No,3.6,21,JP Nagar,Delivery,Not available,Biryani,300,Good Food and Service,Delivery,Malleshwaram
"Venkatapura Main Road, Koramangala 1St Block",D-Ra's Delicacy,No,No,0,0,Koramangala 7th Block,Delivery,Not available,"Chinese, Bakery",400,Needs Improvement,Delivery,Malleshwaram
"Shop 182, Khp Colony, 17D Main, Koramangala 5Th Block, Bangalore",Home Treats,No,No,0,0,JP Nagar,"Takeaway, Delivery",Not available,"Bakery, Desserts",250,Needs Improvement,Delivery,Sadashiv Nagar
"4Th Floor, Food Court, Bangalore Central, 9Th Block, Jp Nagar, Bangalore",Rahar Momo & Cane,No,No,0,0,Marathahalli,Quick Bites,Not available,Fast Food,200,Needs Improvement,Delivery,Sadashiv Nagar
"Near Ghouzia Masjid, Virat Nagar, Bommanahalli, Bangalore",ThugLife Rolls,No,No,0,0,Hosur Road,Quick Bites,Not available,Rolls,200,Needs Improvement,Delivery,Sadashiv Nagar
"B K Rama Reddy, Virat Nagar Circle, Bommanahalli, Bangalore",Dum & Oven,No,No,3.7,29,HSR,Casual Dining,Not available,"North Indian, Hyderabadi, Continental",600,Good Food and Service,Delivery,Rajajinagar
"29, 2Nd Main, 9Th Cross, Roopena Agrahara Bommanahalli Bangalore",Now Momos,No,No,3.4,11,Koramangala 7th Block,Quick Bites,Not available,"Chinese, Fast Food, Momos",200,Average Experience,Delivery,Race Course Road
"9, Aayee Matha Temple Road, 1St Cross, 6Th Sector, Roopena Agrahara, Hsr, Bangalore",Ammi's Biryani,No,No,2.7,77,Bommanahalli,Quick Bites,Not available,"Biryani, North Indian",500,Average Experience,Delivery,New BEL Road
"401, Swagath Main Road, Tilak Nagar, Jayanagar, Bangalore",Midnight Express,No,No,2.8,26,Koramangala 5th Block,"Takeaway, Delivery",Not available,"North Indian, Chinese, Continental",650,Average Experience,Delivery,Yeshwantpur
"522, 1St Main, Teachers Colony, Hsr, Bangalore",Hungry Bowl,No,No,3.6,51,Koramangala 5th Block,"Takeaway, Delivery",Not available,"North Indian, Chinese, Italian",500,Good Food and Service,Delivery,Yeshwantpur
"18 & 19, Bangalore English School Road, Naganathapura, Hosur Road, Bangalore",Midnight Hunger Solutions 24/7,No,No,3.2,11,Koramangala 5th Block,Delivery,Not available,"North Indian, Mughlai, Chinese",500,Average Experience,Delivery,Marathahalli
"Level 2, Transit Food Court, Forum Mall, Koramangala 7Th Block, Bangalore",Owly,No,No,3.7,27,Koramangala,Delivery,Not available,"Fast Food, North Indian",350,Good Food and Service,Delivery,Marathahalli
"76/5, Sr Krishnappa Garden, 32Nd East Cross, Tilak Nagar, Jayanagar, Bangalore",Royal Lunch Home,No,No,0,0,Koramangala 2nd Block,Quick Bites,Not available,North Indian,150,Needs Improvement,Delivery,Marathahalli
"4 M Block, Central Mall, 9Th Block, Jp Nagar, Bangalore",Best Biryani,No,No,0,0,HSR,Quick Bites,Not available,"North Indian, Biryani",500,Needs Improvement,Delivery,Marathahalli
"50, 5Th Main, Khb Mig Colony, Jnc Road, Koramangala 5Th Block, Bangalore",Food Goodie,No,No,0,0,HSR,"Takeaway, Delivery",Not available,Biryani,450,Needs Improvement,Delivery,Marathahalli
"372, Swagath Main Road, Thilaknagar, Jayanagar, Bangalore",Midnight Special,Yes,No,0,0,HSR,"Takeaway, Delivery",Not available,"North Indian, Fast Food, Chinese",500,Needs Improvement,Delivery,Marathahalli
"Near Sri Sai Royale Apartment, Kodichikkanahalli Main Road, Kaveri Nagar, Bommanahalli, Bengaluru",Choo Zi,No,No,0,0,Koramangala 5th Block,Delivery,Not available,Chinese,300,Needs Improvement,Delivery,Marathahalli
"146, Ground Floor, 17Th C Main Road, Srirampuram, Koramangala 5Th Block, Bengaluru",Star Bowl,Yes,No,0,0,HSR,"Takeaway, Delivery",Not available,"North Indian, Chinese, Rolls",650,Needs Improvement,Delivery,Marathahalli
"93,Mm Complex, Ground Floor, 17Th Main, Khb Colony, Koramangala 5Th Block, Bangalore",Petoo,Yes,No,3.8,178,Koramangala 1st Block,Casual Dining,"Chaat, Gulab Jamun, Biryani, Samosa","North Indian, Fast Food, Street Food",800,Good Food and Service,Delivery,Marathahalli
"125-126, 1St A Cross Road, Koramangala 5Th Block, Bangalore",Dazu Momoz,Yes,No,0,0,BTM,Kiosk,Not available,"Tibetan, Momos",200,Needs Improvement,Delivery,Marathahalli
"1332, 24Th Main Road, Kottapalya, 9Th Block Jayanagar, Bangalore",Hottey Smokey,Yes,No,0,0,HSR,Quick Bites,Not available,"Asian, Salad, Italian",400,Needs Improvement,Delivery,Marathahalli
"122A, Khb Colony, Koramangala 5Th Block, Bangalore",Kebarbiq,Yes,No,4,138,Koramangala 7th Block,Casual Dining,"Burgers, Pulpy Grape Juice, Chicken Wings, Pita Bread, Chicken Grill, Fish Grill, French Fries","North Indian, Arabian, Mughlai, Middle Eastern, Grill",800,Very Good Service,Delivery,Marathahalli
"125, 5Th Block, Koramangala 5Th Block, Bangalore",Red Bawarchi,Yes,No,3,21,BTM,Delivery,Not available,"Biryani, Chinese, North Indian",600,Average Experience,Delivery,Marathahalli
"Near Shoe Corner, Begur Main Road, Bommanahalli, Bangalore, Bengaluru",Snack Souq,Yes,No,0,0,BTM,"Takeaway, Delivery",Not available,"Chinese, Rolls",250,Needs Improvement,Delivery,Marathahalli
"70, Jyoti Nivas College Road, Koramangala 5Th Block, Bangalore",Pakiza Dilli Darbar Restaurant,Yes,No,3.2,13,BTM,Quick Bites,Not available,Biryani,300,Average Experience,Delivery,Kaggadasapura
"117, 1St Main, Ksrtc Layout, 9Th Cross, 2Nd Phase, Jp Nagar, Bangalore",Intriicake,Yes,No,3.8,34,HSR,"Quick Bites, Bakery",Cup Cake,"Bakery, Desserts, Italian, North Indian, Fast Food",350,Good Food and Service,Delivery,Kaggadasapura
"202, 17Th 'E' Main, Khb Colony, Koramangala 5Th Block, Bangalore",Queen Pearls,Yes,No,3.6,25,Ejipura,"Takeaway, Delivery",Not available,Pizza,500,Good Food and Service,Delivery,Marathahalli
"5/2, Cl Layout, Drc Post, Near Christ College, Hosur Road, Bangalore",Sunny's Kitchen,Yes,No,3.7,62,HSR,"Takeaway, Delivery",Not available,"Continental, American",500,Good Food and Service,Delivery,Marathahalli
"24/2, Near Taste Of Rampur, Koramangala 5Th Block, Bangalore",Wedding Biryani,Yes,No,0,0,HSR,Quick Bites,Not available,"Biryani, Kebab",600,Needs Improvement,Delivery,Marathahalli
"348/1/2, Survey No. 62, 29Th Main, Btm 2Nd Stage, Lake Road Btm, Bangalore",Halo Chef,Yes,No,3.9,145,Koramangala 4th Block,Delivery,Biryani,North Indian,500,Good Food and Service,Delivery,Marathahalli
